İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,kilometersCovered,numberOfSprints,topSpeed,goalsPrevented,substitutionsIn,substitutionsOut
"William Madsen","1089638","Superliga 25/26","Danish Superliga","FC Fredericia","6.7315789473684","127.9","19","1","1","0","1","0.90480984","2","355","67","422","84.123222748815","187","168","84","12","8","72.727272727273","13","10","1","0","0","2","12.5","12","3","2","35","55.555555555556","15","55.555555555556","50","55.555555555556","906","8.3333333333333","0","0","0","0","0","0","1","0","7","5","0","1","0","12","46.153846153846","17","0","0","10","114","4","20","9","587","14","9","0","0","6","0","7","0","0","0","0","0","0","0","17","2","0","0","0","0","0","11","0","0","12","11","16","40","12","0","0","0","26","19","6","46.153846153846","906","0","0","0","213","209","1","0.5294","0","46","5","2067172","19","0","0","0","0","0","0"
"Kristian Pedersen","773591","Superliga 25/26","Danish Superliga","FC Fredericia","6.66","33.3","5","0","0","0","0","0.00703625","0","14","3","17","82.352941176471","11","3","3","1","0","0","3","2","0","0","0","0","0","0","0","0","3","60","6","60","9","60","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","33.333333333333","11","0","0","0","5","0","2","1","40","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","6","4","0","0","0","3","2","1","33.333333333333","0","0","0","0","12","5","0","0","0","2","0","2319535","6","0","0","0","0","0","0"
"Kristian Pedersen","773591","Championship 23/24","Championship","Sheffield Wednesday","6.5875","52.7","8","0","0","0","0","0.21672765","0","176","69","245","71.836734693878","95","83","37","3","2","50","10","9","1","0","0","2","22.222222222222","2","0","1","15","41.666666666667","18","66.666666666667","33","52.380952380952","435","0","0","0","0","1","0","0","0","0","2","0","0","0","0","4","14.814814814815","10","0","0","2","98","1","22","4","372","3","10","0","0","7","0","1","0","0","1","0","0","0","0","7","1","0","0","0","0","0","4","0","0","3","4","9","30","9","0","0","0","27","8","7","70","0","0","0","0","119","135","0","0.1408","0","24","0","1130386","8","0","0","0","0","0","0"
"Daniel Kristjansson","1142128","Superliga 25/26","Danish Superliga","FC Fredericia","6.5666666666667","59.1","9","0","0","0","1","0.17778271","1","205","33","238","86.134453781513","103","102","43","2","0","0","12","6","1","0","0","0","0","1","0","0","17","56.666666666667","7","63.636363636364","24","58.536585365854","460","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10","62.5","10","0","1","1","49","0","13","8","317","5","3","0","0","7","0","1","0","0","0","0","0","0","0","8","3","0","0","0","0","0","6","0","0","2","2","4","17","4","0","0","0","16","11","7","58.333333333333","0","0","0","0","114","124","0","0.1196","0","18","3","2427566","9","0","0","0","0","0","0"
"Svenn Crone","186783","Superliga 25/26","Danish Superliga","FC Fredericia","6.3375","152.1","24","2","0","3","0","1.01327704","2","607","132","739","82.13802435724","310","297","168","9","3","30","25","13","3","0","1","5","12.820512820513","16","7","1","55","49.107142857143","10","31.25","65","45.138888888889","1932","12.5","0","0","0","2","0","0","2","0","13","3","0","1","1","24","32.876712328767","83","1","2","9","233","2","52","25","1160","27","30","1","0","12","3","8","0","0","2","0","0","0","0","37","7","0","0","0","0","0","23","0","0","9","10","39","79","22","0","0","0","73","44","16","64","966","1","0","0","363","376","1","1.9811","0","53","8","2067170","24","0","0","0","0","0","0"
"Frederik Rieper","1398105","Superliga 25/26","Danish Superliga","FC Fredericia","7.036","175.9","25","0","2","0","0","1.09043355","0","1271","216","1487","85.474108944183","873","398","145","13","0","0","29","25","0","0","0","0","0","13","4","7","32","56.140350877193","54","56.842105263158","86","56.578947368421","2250","0","0","0","0","2","1","0","0","0","11","2","0","0","0","115","47.520661157025","221","0","0","2","228","0","124","66","1886","3","17","0","1","7","1","2","0","0","2","0","0","0","0","47","7","0","0","0","0","0","25","0","0","13","0","0","66","41","0","0","0","242","54","18","62.068965517241","0","0","0","0","932","555","4","0.8253","58","83","45","2067192","25","0","0","0","0","0","0"
"Frederik Rieper","1398105","Superliga 23/24","Danish Superliga","Silkeborg IF","6.92","34.6","5","0","0","0","0","0","0","270","30","300","90","183","87","27","1","0","0","6","5","0","0","0","0","0","1","0","0","6","50","7","41.176470588235","13","44.827586206897","320","0","0","0","0","0","0","0","0","0","1","0","0","0","0","17","54.838709677419","27","1","0","0","33","0","14","6","346","0","4","0","0","2","0","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","3","0","0","1","0","0","16","10","0","0","0","31","5","2","33.333333333333","0","0","0","0","195","105","0","0","0","12","0","1303131","5","0","0","0","0","0","0"
"Adam Nygaard","1146538","Superliga 25/26","Danish Superliga","FC Fredericia","6.5333333333333","137.2","21","0","0","1","0","0.49226675","0","536","94","630","85.079365079365","418","118","28","3","2","100","21","14","2","0","0","1","25","4","0","2","28","60.869565217391","16","47.058823529412","44","55","1296","0","0","0","0","0","0","0","0","0","4","0","0","0","0","29","40.845070422535","64","1","0","2","135","1","27","9","850","5","12","0","1","6","0","2","0","0","0","0","0","0","0","25","5","0","0","0","0","0","14","0","0","3","2","4","36","18","0","0","0","71","30","17","80.952380952381","0","0","0","0","444","186","0","0.6684","18","48","15","2067166","21","0","0","0","0","0","0"
"Jeppe Kudsk","1100277","Superliga 25/26","Danish Superliga","FC Fredericia","6.6882352941176","113.7","17","1","0","1","0","0.10859188","1","599","99","698","85.816618911175","448","151","37","2","0","0","19","16","4","0","0","1","50","11","2","9","21","41.176470588235","15","41.666666666667","36","41.379310344828","1112","9.0909090909091","0","0","0","0","0","0","1","0","10","1","1","0","0","34","36.170212765957","81","0","0","2","106","1","40","11","886","2","22","0","0","6","1","0","0","0","1","0","0","0","0","26","3","0","0","0","0","0","12","0","0","2","0","2","51","21","0","0","0","94","29","11","57.894736842105","1112","0","0","0","478","220","0","0.751","1","44","17","2067190","18","0","0","0","0","0","0"
"Jeppe Kudsk","1100277","Superliga 23/24","Danish Superliga","Randers FC","6.5666666666667","39.4","6","0","0","0","0","0","0","37","18","55","67.272727272727","19","18","10","0","0","0","1","6","1","0","0","0","0","0","0","0","2","40","1","33.333333333333","3","37.5","116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","50","2","0","0","0","25","0","10","3","86","1","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","5","2","0","0","0","8","2","0","0","0","0","0","0","22","37","0","0","0","6","0","1047858","8","0","0","0","0","0","0"
"Anders Dahl","1000539","Superliga 25/26","Danish Superliga","FC Fredericia","6.6333333333333","79.6","12","1","2","1","1","0.59502777","2","162","33","195","83.076923076923","81","81","48","8","2","40","13","1","0","0","0","4","26.666666666667","3","2","1","19","54.285714285714","1","50","20","54.054054054054","420","33.333333333333","0","0","0","1","0","0","1","0","3","0","0","0","1","5","45.454545454545","9","0","1","6","76","0","4","2","315","4","2","0","0","6","1","0","0","0","0","0","0","0","0","9","2","0","0","0","0","0","4","0","0","8","5","15","17","1","0","0","0","11","11","8","61.538461538462","420","0","0","0","93","102","0","0.2942","0","21","2","2067176","13","0","0","0","0","0","0"
"Anders Dahl","1000539","Superliga 23/24","Danish Superliga","Silkeborg IF","6.7","6.7","1","0","0","0","0","0","0","11","1","12","91.666666666667","4","7","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","50","0","0","1","50","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","100","0","0","0","0","4","8","0","0","0","0","0","1204020","1","0","0","0","0","0","0"
"Malthe Ladefoged","1903593","Superliga 25/26","Danish Superliga","FC Fredericia","6.75","13.5","2","0","0","0","0","0.00836721","0","48","3","51","94.117647058824","30","18","3","0","0","0","1","0","0","0","0","0","0","1","0","1","1","100","3","75","4","80","74","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","50","5","0","0","0","4","0","1","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","2","2","1","100","0","0","0","0","32","19","0","0.1196","0","1","1","2380306","2","0","0","0","0","0","0"
"Etienne Green","989538","Superliga 25/26","Danish Superliga","FC Fredericia","7.4","29.6","4","0","0","0","0","0.00422836","0","56","33","89","62.921348314607","46","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","66.666666666667","1","100","3","75","360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","34.69387755102","8","1","0","0","34","0","3","2","136","2","0","0","0","1","0","0","0","19","0","2","0","12","7","8","1","3","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","49","9","0","0","0","0","0","4","53","36","1","0","29","22","0","2196160","4","0","0","0","2.3825","0","0"
"Tonni Adamsen","995069","Superliga 25/26","Danish Superliga","Silkeborg IF","7.104","177.6","25","10","6","8","4","2.2127614","14","568","170","738","76.964769647696","199","369","239","39","30","48.387096774194","9","5","2","0","0","11","24.444444444444","53","27","12","62","40.789473684211","19","41.304347826087","81","40.909090909091","2072","18.867924528302","2","1","0","0","3","0","10","0","38","15","1","8","1","45","60.810810810811","34","0","2","38","351","8","72","45","1139","23","10","2","0","10","9","14","0","0","2","0","0","0","0","41","9","0","0","0","0","0","24","50","0","39","62","45","117","27","0","0","1","74","50","5","55.555555555556","207.2","0","0","0","237","501","2","8.6662","0","48","1","2068459","25","0","0","0","0","0","0"
"Tonni Adamsen","995069","Superliga 24/25","Danish Superliga","Silkeborg IF","7.3333333333333","242","33","15","11","9","4","0","19","743","209","952","78.046218487395","223","532","360","49","33","39.759036144578","14","10","2","0","0","12","14.634146341463","85","39","27","73","36.683417085427","24","44.444444444444","97","38.339920948617","2677","17.647058823529","6","5","0","0","7","0","15","0","61","24","0","12","3","55","69.620253164557","22","0","0","52","462","15","70","44","1488","26","19","3","0","10","8","19","1","0","1","0","0","0","0","36","3","0","0","0","0","0","31","83.333333333333","0","48","83","82","156","30","0","1","0","79","39","5","35.714285714286","178.46666666667","0","0","0","258","776","5","0","0","70","0","1460601","33","0","0","0","0","0","0"
"Tonni Adamsen","995069","Superliga 23/24","Danish Superliga","Silkeborg IF","7.1035714285714","198.9","28","5","8","6","7","0","12","541","154","695","77.841726618705","193","360","225","36","48","60.759493670886","10","2","2","0","0","12","19.047619047619","60","23","23","87","48.876404494382","22","52.380952380952","109","49.545454545455","1892","8.3333333333333","0","0","0","0","4","0","3","2","32","28","0","4","1","17","43.589743589744","7","0","0","40","365","6","39","16","1138","30","13","3","0","8","5","14","0","0","1","0","0","0","0","36","3","0","0","0","0","0","20","0","0","36","79","63","111","20","0","0","0","39","39","6","60","378.4","0","0","0","228","530","2","0","0","50","0","1048323","28","0","0","0","0","0","0"
"Alexander Simmelhack","1186047","Superliga 25/26","Danish Superliga","Silkeborg IF","6.5111111111111","58.6","9","0","0","0","0","0.07550442","0","45","6","51","88.235294117647","26","19","11","3","0","0","3","0","0","0","0","0","0","3","1","0","4","44.444444444444","6","46.153846153846","10","45.454545454545","216","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","100","2","0","0","3","15","0","1","0","74","1","2","0","0","0","0","2","0","0","0","0","0","0","0","6","1","0","0","0","0","0","2","0","0","3","0","0","12","7","0","0","0","1","7","2","66.666666666667","0","0","0","0","30","21","0","0.0294","0","3","1","2096942","10","0","0","0","0","0","0"
"Alexander Simmelhack","1186047","Superliga 24/25","Danish Superliga","Silkeborg IF","6.7869565217391","156.1","23","5","1","2","1","0","6","87","23","110","79.090909090909","28","59","35","4","6","60","5","2","0","0","0","0","0","13","9","1","15","33.333333333333","13","56.521739130435","28","41.176470588235","483","38.461538461538","0","0","0","0","0","0","5","0","13","0","1","2","2","0","0","1","0","0","13","55","2","6","5","185","5","10","0","0","3","0","3","0","0","0","0","0","0","0","4","2","0","0","0","0","0","3","0","0","4","10","0","40","10","0","0","0","1","6","3","60","96.6","0","0","0","33","77","0","0","0","13","0","1532583","24","0","0","0","0","0","0"
"Oliver Ross","1083392","Superliga 25/26","Danish Superliga","Silkeborg IF","6.5333333333333","39.2","6","0","0","1","0","0.07749321","0","32","5","37","86.486486486486","6","26","17","1","2","40","1","1","1","0","0","1","33.333333333333","6","0","4","8","44.444444444444","3","50","11","45.833333333333","111","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","1","0","0","3","15","1","2","1","69","5","3","0","0","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","5","3","13","3","0","0","0","1","2","1","100","0","0","0","0","7","30","0","0.2293","0","7","0","2678763","6","0","0","0","0","0","0"
"Oliver Ross","1083392","Superliga 24/25","Danish Superliga","AaB","6.78","203.4","30","2","11","6","1","0","3","286","129","415","68.915662650602","87","212","136","23","23","41.071428571429","17","4","3","0","0","13","28.260869565217","36","12","11","66","42.58064516129","20","35.087719298246","86","40.566037735849","1861","5.5555555555556","1","0","0","0","1","0","1","1","27","9","0","0","2","22","53.658536585366","19","0","0","21","270","9","36","17","767","26","19","2","0","16","8","13","0","0","0","0","0","0","0","35","6","0","0","0","0","0","24","0","0","23","56","46","126","37","0","0","1","41","41","11","64.705882352941","930.5","0","0","0","103","358","0","0","0","37","0","1457960","30","0","0","0","0","0","0"
"Callum McCowatt","822753","Superliga 25/26","Danish Superliga","Silkeborg IF","7.18","179.5","25","9","3","3","2","3.00453425","11","759","189","948","80.063291139241","315","444","244","25","33","67.34693877551","35","11","2","0","0","8","17.391304347826","63","31","13","94","52.808988764045","20","50","114","52.293577981651","1920","14.285714285714","0","0","0","0","0","0","7","2","34","29","1","2","6","59","60.824742268041","25","0","1","34","330","9","80","49","1353","26","21","2","0","14","3","19","0","0","1","0","0","0","0","38","9","0","0","0","0","0","23","0","0","25","49","46","104","20","0","0","0","97","47","23","65.714285714286","213.33333333333","0","0","0","380","568","6","5.1061","0","92","0","2068461","25","0","0","0","0","0","0"
"Callum McCowatt","822753","Superliga 24/25","Danish Superliga","Silkeborg IF","7.0739130434783","162.7","23","6","4","3","3","0","9","604","123","727","83.081155433287","169","445","276","19","15","48.387096774194","23","4","1","0","0","10","20","48","16","14","48","37.209302325581","13","68.421052631579","61","41.216216216216","1298","12.5","0","0","0","0","3","0","3","3","22","26","0","2","4","23","65.714285714286","6","0","0","27","236","10","37","21","1002","10","24","0","0","15","4","18","0","0","0","0","0","0","0","16","1","0","0","0","0","0","14","0","0","19","31","50","87","6","0","0","0","35","17","13","56.521739130435","216.33333333333","0","0","0","196","581","3","0","0","54","0","1496936","23","0","0","0","0","0","0"
"Callum McCowatt","822753","Superliga 23/24","Danish Superliga","Silkeborg IF","6.828125","218.5","32","5","2","7","1","0","6","516","123","639","80.75117370892","197","323","181","15","14","56","25","5","0","0","0","4","19.047619047619","39","20","8","51","43.965517241379","11","36.666666666667","62","42.465753424658","1492","12.820512820513","0","0","0","0","0","0","5","0","23","16","2","0","3","17","53.125","3","0","0","18","208","8","32","14","895","12","22","0","0","14","6","11","0","0","1","0","0","0","0","20","3","0","0","0","0","0","17","0","0","15","25","21","84","19","0","0","0","32","23","20","80","298.4","0","0","0","236","424","2","0","0","59","0","1048321","32","0","0","0","0","0","0"
"Rami Al Hajj","978289","Superliga 25/26","Danish Superliga","Silkeborg IF","6.625","132.5","20","0","2","3","0","1.55996626","0","368","89","457","80.525164113786","143","225","128","17","26","61.904761904762","19","4","1","0","0","5","31.25","18","6","9","61","53.04347826087","5","55.555555555556","66","53.225806451613","903","0","0","0","0","0","1","0","0","0","7","11","0","0","0","11","52.380952380952","8","2","1","26","171","1","25","11","674","16","9","0","0","3","0","3","0","0","0","0","0","0","0","18","3","0","0","0","0","0","10","0","0","17","42","16","58","4","0","0","0","21","21","9","47.368421052632","0","0","0","0","169","288","0","1.1913","0","29","1","2068429","20","0","0","0","0","0","0"
"Rami Al Hajj","978289","Superliga 23/24","Danish Superliga","Odense Boldklub","7.2034482758621","208.9","29","3","10","5","6","0","9","968","169","1137","85.136323658751","348","632","365","50","73","59.83606557377","34","17","5","0","0","12","25.531914893617","29","10","8","170","54.838709677419","13","29.545454545455","183","51.694915254237","2277","10.344827586207","1","1","0","0","3","0","2","1","17","12","0","0","3","35","68.627450980392","35","0","0","47","380","16","70","37","1705","63","29","1","0","18","1","11","0","0","2","0","0","0","0","37","2","0","0","0","0","0","26","100","0","50","122","47","171","31","0","0","0","51","39","14","41.176470588235","759","0","0","0","388","796","5","0","0","152","0","1047882","29","0","0","0","0","0","0"
